chara1,chara2,chara3,chara4,chara5
-1.4427500000000002,0.3277749999999998,-1.8631680000000004,-1.2238560000000012,-0.5737129999999995
-0.8251400000000002,0.040352000000000984,0.9074509999999992,-1.7732499999999998,7.632581000000001
4.952110000000002,-2.4229710000000004,-0.18685300000000002,-0.6259340000000011,6.1350940000000005
1.7824500000000012,-1.0736570000000003,-2.367299,-0.29359799999999925,-1.194134
-1.5105999999999984,0.405302,1.3630800000000007,0.19090000000000043,-2.3827139999999996
0.8682099999999999,0.30512399999999956,2.287224000000001,1.2435400000000003,-0.9531320000000001
-2.82031,2.5652259999999996,1.9810280000000007,2.0297819999999995,-7.3739159999999995
-1.3004300000000009,1.2143959999999998,0.817435,1.7046810000000003,-7.7625709999999986
-2.0704899999999986,0.06135200000000143,-2.572998,-1.6177049999999986,-2.3003740000000006
1.9949899999999987,-1.1071730000000002,-0.41336900000000093,-1.2166830000000008,9.747098
0.508179999999999,0.6806109999999996,2.4380889999999997,0.43323199999999934,3.893804
4.75384,-2.521327999999999,-0.37434500000000026,-1.010453999999999,6.833442
-0.4992100000000005,1.9252949999999989,1.3156450000000002,2.5397040000000004,-7.193772999999998
-0.6182800000000008,0.7987929999999996,1.8742959999999993,1.9911659999999995,-3.413977
-0.45137000000000077,1.340444999999999,2.8518960000000013,0.6251979999999997,3.3977770000000005
-0.16690999999999956,-0.714017999999999,-0.9612070000000001,-2.280173,6.9891869999999985
-1.9639699999999984,1.3536830000000006,1.8901580000000013,-0.3328429999999988,4.193449000000001
-0.8375400000000002,1.6921660000000007,-0.8234719999999994,2.0250350000000004,-8.009860999999999
1.6487599999999993,-0.4965990000000002,1.808521000000001,-0.6569350000000008,5.102581
-2.7275899999999997,1.5880969999999996,1.5172899999999996,1.1608040000000004,-1.1681940000000002
4.9539800000000005,-2.368994,-0.09257699999999985,-0.7291339999999998,6.494145999999999
2.10407,-0.18178099999999997,-1.5821769999999988,1.91446,-5.083583999999999
-0.8954699999999998,1.253176,-1.2570680000000003,0.9315540000000002,-4.829394000000001
0.361539999999998,1.4099370000000002,0.011542999999999637,2.394799000000001,-7.267716
0.5983400000000006,-0.15804999999999914,0.36738399999999954,-1.4270450000000003,7.805290999999999
3.178299999999999,-2.128869000000001,0.41950999999999883,-1.9007240000000014,8.575386000000002
-0.13905000000000034,1.4702689999999996,0.2866819999999999,2.5478270000000007,-8.840148999999997
0.49512999999999896,1.4569670000000001,0.7193080000000012,2.601146,-7.0170699999999995
-0.5631800000000002,0.9603299999999997,2.0369119999999996,2.1107060000000004,-3.4242110000000006
-2.032649999999999,0.18688800000000028,-2.406815000000001,-1.5146919999999988,-2.047224999999999
-0.4413899999999996,0.6507769999999989,0.6803349999999999,0.7513089999999996,0.8941069999999999
-3.4592400000000008,2.436374,1.1487159999999996,1.400003000000001,-5.651858
0.7354800000000006,0.7104739999999997,1.3173120000000007,2.1688890000000005,-5.9798919999999995
3.2886500000000014,-1.1079549999999991,-1.756649,0.5588670000000002,1.1942420000000002
-1.694209999999999,0.2323870000000018,-2.0447229999999994,-1.3676590000000004,-0.9462750000000002
-1.3634599999999995,1.1214130000000004,-0.6638359999999999,-0.2232059999999998,-0.45026999999999995
-0.31215999999999977,1.1163180000000006,2.6437479999999987,1.0590140000000006,5.432693
4.892759999999999,-2.3330560000000005,-0.09512399999999954,-0.7302230000000004,6.476651
0.2177100000000003,-0.5731419999999998,-1.5413350000000001,-1.7484300000000006,3.9469189999999994
-0.2915700000000008,0.2423839999999997,1.6529269999999998,1.223596000000001,-4.221437
1.0178099999999997,-0.1469760000000016,-0.19769199999999987,1.1332720000000005,-6.717974
-2.045729999999999,1.3824179999999995,1.4666400000000008,1.678349000000001,-7.510734
-1.8395200000000016,1.2695459999999998,0.9024199999999996,1.608597,-7.367881999999999
-0.10974000000000017,-0.20956399999999925,0.1224999999999995,-1.7094040000000001,6.708184
-0.5669899999999997,1.0224579999999992,2.0987549999999993,2.1015880000000013,-3.2834470000000007
-0.5789400000000011,2.095834000000001,0.5371370000000009,2.1640599999999997,-6.162514000000002
0.854839999999999,0.18672699999999964,-1.6930880000000004,0.7609099999999988,-1.2922980000000002
2.88772,-1.0619050000000003,2.247645,-0.39591400000000054,6.274157000000001
3.688890000000002,-0.2513770000000006,0.4759440000000006,2.5604150000000008,-3.9211210000000003
-1.0056299999999991,0.46276799999999996,1.7210099999999993,0.7405609999999998,0.26620200000000016
4.914719999999998,-2.453148,-0.21944400000000083,-0.5470890000000012,5.805112999999999
0.8455300000000001,2.1863059999999996,1.6733490000000004,3.544981000000001,-7.075718
1.3212200000000007,1.503059,0.6292990000000005,2.526179,-7.719704
-3.1419899999999994,1.421782000000002,-0.9132209999999998,-0.22758400000000062,-0.06932000000000002
-0.30868999999999996,-0.18546499999999982,-1.7237280000000004,-1.132206,2.9437429999999996
-1.6408000000000003,1.641805,2.3261499999999997,0.16021799999999958,4.76258
2.1687800000000004,-1.5482769999999997,0.897596000000001,-1.8709350000000011,8.3427
0.8498100000000006,-0.005923999999998597,-2.2288440000000005,0.7887550000000005,-3.8814
0.9332600000000013,-0.9872699999999999,-2.1462589999999997,-1.0631330000000005,3.8682050000000006
-0.8057400000000011,1.255494999999998,0.8866489999999992,2.2718820000000006,-9.189008000000001
1.5517400000000001,-1.6427520000000002,-1.6136320000000004,-2.4569660000000026,6.6335289999999985
-0.2506600000000003,1.0153349999999999,2.4084239999999992,0.49719099999999905,7.004431999999998
3.975039999999999,-1.6522010000000007,1.505108,-0.6922469999999998,6.766879999999998
3.0196300000000016,-2.1498800000000005,-1.8587250000000004,-0.6603490000000006,3.3027669999999993
-1.8243100000000003,0.10748300000000077,-2.4512150000000004,-1.4590340000000006,-1.99787
4.847540000000002,-2.037361,-0.2541760000000006,0.1071390000000001,4.709135999999998
2.9727700000000006,-1.0026910000000004,2.3055390000000004,-0.2130549999999995,6.447397999999999
